11965406	Cerca de mi casa hay un río.	11965405	Inaltu ñi ruka püle müley kiñe lewfü
11965414	Hay un pájaro pequeño en mi ventana.	11965411	Müley kiñe püchi üñüm ñi konpelomwe mew
11965418	Ahí, abajo del árbol hay un choclo.	11965417	Tüfey mew, miñche aliwen mew müley kiñe uwa
11965426	En mi casa hay harto pan, si quieres comer.	11965425	Küpa ilmi faw ñi ruka mew müley fentren kofke.
11965431	En el negocio no había comida por eso todavía no como.	11965429	Trafkintumum mew ngelay iael feymew petu ilan.
11965436	Usualmente mientras camino escucho música.	11965434	Trekakelu iñche allkütuken musika.
11965441	No podre ir a tu casa porque mi madre me invito a comprar ropa mañana.	11965439	Ñi ñuke mangelenew ñi ngillayael takuluwün wüle feymew pepi amulayan tami ruka mew
11965445	Casi muero mientras caminaba para allá.	11965444	Epe lan ñi petu trekapuel
11965448	Nunca como en la noche.	11965447	Turpu itukelan pun mew
11965452	Siempre como en la mañana.	11965451	Rumel iken puliwen mew
11965455	Debes quebrar algunos huevos para hacer un pastel.	11965454	Müley ñi trafoael kiñeke kuram ñi dewmayam kiñe pastel
11965459	Aquel martillo es bueno para hacer casas.	11965458	Tüyechi tranawe kümey rukan mew.
11965463	Bebí mucho vino por eso ahora me está doliendo el estómago.	11965462	Pütopen fentren pulku feymew fewla kutranküley ñi pütra
5165656	¡Piensa!	11987069	Rakiduamnge!
7166835	Piensa.	11987070	Rakiduamimi.
10508425	Pienso.	11987071	Rakiduamün.
1102836	Piensas demasiado.	11987072	Rume rakiduamimi.
1801448	Tom piensa.	11987073	Tom rakiduami.
346998	Pienso contártelo.	11987074	Rakiduamün ñi piaeyu.
2278516	¿Qué piensas?	11987075	Chem rakiduamimi?
6701215	¿Qué piensa?	11987078	Chum rakiduamfimi?
339334	Sígueme.	11987079	Inayaen.
330098	Estudia.	11987080	Chillkatunge.
382058	¡Gracias!	11987081	Chaltu may!
431975	Hola.	11987082	Marimari.
461022	¿Qué?	11987083	Chem?
462443	¡Siéntate!	11987084	Anünge!
462547	Estupendo.	11987085	Tutelu.
464317	¡Espérame!	11987086	Üngümaen!
474499	¡Fuera!	11987087	Amutunge!
477135	Sí.	11987088	May.
479870	No.	11987089	Nu.
491144	Volveré.	11987090	Wüñoan.
496103	Olvídalo.	11987091	Ngoymayafimi.
504472	¡Empecemos!	11987092	Llituayiñ!
504473	¿Empezamos?	11987093	Llituayiñ am?
515909	Ayúdame.	11987094	Kelluafuen.
529642	Corro.	11987096	Lefkantulen.
536523	Volverá.	11987097	Wüñoay
536647	Adelante.	11987100	Rupange.
536690	¿Estudias?	11987102	Chillkatuleymi?
568101	Pregúntaselo.	11987105	Ramtuafimi.
576611	Síguele.	11987106	Inayafimi.
580879	Tráemelo.	11987107	Küpalelaen.
583494	¡Despierta!	11987110	Nepenge!
583495	¡Despiértate!	11987114	Nepewnge!
588045	Mírame.	11987115	Leliaen.
1597425	¡Ojalá!	11987117	Pewmangen!
815438	Ojalá venga.	11987120	Pewmangen küpay.
476138	Falta un cuchillo.	11987126	Faltay kiñe winu
2995039	Dame tu cuchillo.	11987127	Eluaen mi winu.
3791377	Hay un cuchillo.	11987128	Müley kiñe winu.
2241783	Soy extranjero.	11987130	Wingkangen iñche.
11529283	Está buscando curro.	11987131	Kintuley kiñe küdaw.
8769598	Él no quiere vender su coche.	11987133	Fey küpa fendelafii ñi awto.
1306032	Bailemos.	11987137	Pürüayiñ.
2185054	¿Bailamos?	11987138	Pürüayiñ am?
4557298	Bailaron.	11987139	Pürüfuyngün.
7936855	¡Baila!	11987140	Pürünge!
7936857	¡Bailá!	11987140	Pürünge!
7936853	Bailen.	11987141	Pürüayngün.
7936852	Baile.	11987142	Pürüpen.
2831824	Canto.	11987143	Ülkantulen.
3787152	Cantaste.	11987145	Ülkantupeymi.
4551453	Cantaremos.	11987146	Ülkantuayiñ.
4551454	Cantaré.	11987148	Ülkantuan.
4557402	Canta.	11987149	Ülkantuaymi.
4638691	¡Cantemos!	11987151	Ülkantuayiñ!
4764911	Cantemos.	11987146	Ülkantuayiñ.
7936823	¡Cantá!	11987155	Ülkantunge!
2405310	Repetí mi nombre.	11987251	Wüñopin ñi üy.
428781	Mi nombre es Hashimoto.	11987258	Tañi üy pingey Hashimoto.
435821	Mi nombre es Luis.	11987261	Tañi üy pingey Luis.
580142	Alguien gritó mi nombre.	11987266	Iney rume wirari tañi üy.
10405343	¿Sabes mi nombre?	11987270	Kimimi iñche ñi üy?
1453956	¿Conoces mi nombre?	11987271	Kimkünuymi iñche ñi üy?
1525679	Eso lleva mi nombre.	11987275	Tüfey yey iñche ñi üy.
1586331	Él dijo mi nombre.	11987277	Fey piy iñche ñi üy.
3602956	¿Sabe Tom mi nombre?	11987279	Tom kimi iñche ñi üy?
8915431	¿Cómo sabes mi nombre?	11987280	Chum kimimi iñche ñi üy?
10028839	Escribió mi nombre mal.	11987281	Weda wirifiy iñche ñi üy.
1439877	Tom no sabe mi nombre.	11987282	Tom kimlay iñche ñi üy.
1705895	Ellos no saben mi nombre.	11987283	Feyngün kimlay iñche ñi üy.
1898695	Ese no es mi nombre.	11987284	Tüfey ngelay iñche ñi üy.
3412658	Ni siquiera conoce mi nombre.	11987285	Kimlay rume iñche ñi üy.
4339812	¿Quién te dijo mi nombre?	11987286	Iney pieymu iñche ñi üy?
5025104	Ni siquiera conoces mi nombre.	11987288	Kimlaymi rume iñche ñi üy.
11987292	Yuba necesita mucha agua.	11987312	Yufa duamniey fentren ko.
3791352	Cortamos árboles con un hacha.	11987321	Katrüyiñ puke aliwen kiñe toki mew
1836876	Debió tomar el hacha para cortar la leña.	11987322	Fey m¨ülefuy ñi tuael kiñe toki ñi katrüam ti mamüll.
2924682	Dormimos.	11987325	Umawtuyiñ.
4632541	Dormí.	11987326	Umawtupen.
10637972	Dormían.	11987327	Umawtufuyngün.
8160765	¡Dormid!	11987328	Umawtuayiñ!
2517	Deberías dormir.	11987329	Müley mi umawtuael.
1543204	Lo llamé al llegar a Tokio.	11988481	Akulu pu Tokio iñche mütrümfiñ.
338611	Me cortaron el pelo en la barbería.	11988495	Kupileyew ñi kal-longko kupilkawe mew.
338611	Me cortaron el pelo en la barbería.	11988501	Kupilmum kupileyew ñi kal-longko.
1365004	El tiempo mostrará cuál de los dos tiene razón.	11988534	Ti tiempu pengel-ay iney eymu niey ti rüf.
434367	¿Puedo tomar otra cerveza por favor?	11988559	Eluafen ka kiñe serfesa ñi pütuam?
10485129	El cerebro es el hardware y la mente es el software.	11988573	Ti müllo ngey ti hardware reke ka ti rakiduam ngey ti software reke.
5400147	Son nuestros hijos.	11989020	Tüfa taiñ pu püñeñ.
2043336	El que quiere ser feliz un día debe emborracharse. El que quiere ser feliz durante un mes debe matar un cerdo. El que quiere ser feliz durante un año debe casarse. El que quiere ser feliz toda la vida debe amar su profesión.	11989029	Ti küpa ayüwngealu kiñe antü müley ñi ngolliael. Ti küpa ayüwngealu kiñe küyen müley ñi langümael kiñe sañwe. Ti küpa ayüwngealu kiñe tripantu müley ñi niewael. ti küpa ayüwngealu ñi kom mongen müley ñi poyeael ñi küdaw.
4482667	Le gusta la atención.	11989032	Küpa allkütungekey.
1296753	Tom fue afortunado.	11989036	Tom niefuy küme püllü.
2202355	No me entero de nada.	11989039	Adümkünulafiñ chem no rume.
1306923	Tom volvió a casa después de que oscureciese.	11989040	Tom wüñoy ñi ruka mew rupay ti dumiñ.
8304556	No espero detalles.	11989044	Üngümlan troy dungu.
6153477	No conozco a estas mujeres.	11989046	Kimkünulafiñ tüfachike domo.
2605163	Vosotros sois de abajo, yo soy de arriba; vosotros sois de este mundo, yo no soy de este mundo.	11989048	Eymün tuwi miñche mew, iñche tuwün wente mew; eymün tuwi tüfachi mapu mew, iñche tuwlan tüfachi mapu mew.
480050	Se hace tarde, me tengo que ir.	11989057	Alüantüy, müley ñi amutuael.
10759789	Devuélvame mi ropa.	11989066	Wüñolelaen ñi takuluwün.
10073670	Me quiero quedar aquí un par de días.	11989067	Küpa mülepakan kiñeke antü.
10073670	Me quiero quedar aquí un par de días.	11989068	Küpa mülekan tüfa mew kiñeke antü.
1494610	Estudié inglés, francés y chino.	11989071	Chillkatupen inglesdungun, franciadungun ka chinadungun.
3191369	Según el horóscopo chino, nací en el año de la serpiente.	11989075	China ñi oroskopu pikünuy ta iñche llegün filu ñi antü mew.
5952617	¿Por qué alguno debería pagar?	11989853	Chumngelu am iney rume müley ñi ngillayael?
1751716	¿Cuándo fue la última vez que le ofreciste flores a tu esposa?	11989864	Chumül am ti afinan rupa ta elulelfimi katrüngrayen mi kure?
11894568	El día está bonito.	11989882	Tuteley ti antü.
8962668	¿Aún fumas?	11989884	Petu pütremtuymi?
1806051	Tendrás felicidad o tendrás poder, dice Dios, pero no ambos.	11989887	Nieaymi ayüwün kam nieaymi newen, ngünechen pikünuy, welu nielayaymi chag.
636456	Jane prefiere los perros a los gatos.	11989891	Jane doy ayükey trewa ta ñarki mew.
5952636	Yo le pago bien.	11989893	Küme kullifiñ.
11112477	Creo que Tom sabe nadar.	11989896	Trokiwün ta Tom kimi ñi weyelael.
10825793	Tom va a regresar a las cinco.	11989906	Tom wüñoay kechu troy antü mew.
3893231	Tom se hizo soldado.	11989995	Tom soldadowi.
726287	¿Vendrás al pueblo?	11990003	Küpayaymi kara mew?
1345246	Somos el pueblo.	11990005	Iñchiñ ta pu karache.
6061371	Es un pueblo.	11990007	Tüfey kiñe kara.
554129	¡Qué hermosa ciudad!	11990009	Adngey waria!
1801517	La ciudad dormía.	11990011	Ti waria umawtufuy.
2752003	Adoro tu ciudad.	11990012	Ayükefiñ mi waria.
2436090	Tom es brillante.	11990566	Tom wilüfngey.
4210062	Es muy brillante.	11990567	Doy wilüfngey.
735695	Esto es demasiado brillante.	11990568	Tüfa doy wilüfngey.
959181	Ambos son muy brillantes.	11990572	Mür ta müte wilüfngeymu.
1976887	Mira esa estrella brillante.	11990574	Leliafimi tüfachi wilüf wangülen.
2193252	Es una estudiante brillante.	11990576	Wilüf chillkatufengey.
2292235	Sus ojos estaban brillantes.	11990577	Mi nge wilüfkülefuy.
3276699	Tengo ojos.	11990578	Nge nien.
879072	Los pájaros se fueron volando hacia el sur.	11990610	Tike üñüm amutuy ñi müpüael willimapu püle.
1815388	Le hizo una silla a su hijo.	11990613	Dewmalelfii kiñe wangko ñi fotüm.
9463806	Tom es un analfabeto.	11990614	Tom kimlay ñi chillkatuael.
1618079	Ella es mi amiga más bella.	11990615	Fey ñi doy elangey domo wenüy.
5566673	Tom está descansado.	11990616	Tom ürküley.
1637546	Él siempre anda de un lado para otro.	11990618	Fey miyawmekey.
1318239	Él no vino todavía.	11990621	Fey petu küpalay.
2113812	Tom va a Boston todos los años.	11990626	Tom amukey Boston mew fill tripantu.
642319	Me tuvo una hora esperando.	11990634	Künuenew ñi üngümael kiñe ora.
1174282	Te he comprado un lápiz como regalo de cumpleaños.	11990643	Ngillalelen kiñe wiriwe mi tripantu mew.
4765950	Gracias por todo, Tomás.	11990645	Kom mew mañumeyu, Tomas.
2749787	Nunca mencionaste cuan bella es tu hermana.	11990657	Turpu pilaen ta müna elangey tami lamngen.
358270	Ya llega el invierno.	11990680	Dew akupayay ti pukem.
7783100	Él ha sobrestimado su capacidad.	11991334	Fey rume falifiy ñi münalen.
6701215	¿Qué piensa?	11995624	Cem rakizuami?
1248398	Ellos compran y venden calzado y ropa en aquella tienda.	12000336	Feyengün ngillay ka fendey dumel ka takuluwün tüyechi ngillakawe mew.
5214207	¿Cuando?	12008796	Chumül?
6063593	¿Cuándo?	12008796	Chumül?
503562	¿Cuándo empieza?	12008797	Chumül llituay?
533320	¿Cuándo trabajas?	12008798	Chumül küdawimi?
560873	¿Cuándo llegarán?	12008799	Chumül akupaygün?
7875970	Cuando era joven...	12008800	Wechekalu iñche...
529239	Yo fumaba cuando era joven.	12008801	Pütremtufun wechekalu iñche.
574464	Le conocí cuando era estudiante.	12008802	Kimfiñ chillkatufekalu iñche.
1189768	Aprendió francés cuando era joven.	12008804	Adümfuy fransiadungun wechekalu fey.
4053652	Estudió ruso cuando era joven.	12008806	Wechekalu chillkatuy rusiadungun.
2536609	Trabajará.	12010328	Küdaway.
2009010	Trabajemos.	12010332	Küdawayiñ.
333597	Yo trabajo.	12010335	Küdawkülen.
454178	Trabajas demasiado.	12010340	Müna küdawimi.
454180	Trabaja demasiado.	12010343	Müna küdawi.
535150	¿Dónde trabajas?	12010346	Chew küdawimi?
556227	No trabajo.	12010350	Küdawkülelan.
560568	¿Trabajaste ayer?	12010352	Küdawimi wüya?
580825	Trabajas duro.	12010353	Yafü küdawimi.
763506	Sigue trabajando.	12010356	Küdawkange.
789219	Trabaja mucho.	12010343	Müna küdawi.
825569	Trabajo aquí.	12010369	Faw küdawken.
855084	¿Estás trabajando?	12010370	Küdawküleymi am?
3384678	Tom es conversador.	12018884	Tom fentren dungukey.
2178557	Debes respetar a las personas mayores que tú.	12018885	Müley mi yamael ti doy kuyfi che.
5036795	¿Crees que somos ciegos?	12018886	Trokiymi am trawmangen inchiñ?
1434486	¿Qué está haciendo Tom aquí a esta hora?	12018887	Chem dewmaley Tom tüfa mew tüfachi ora mew?
3216069	Siempre uso una camisa blanca.	12020350	Lig camisatuken.
1550661	Fred va a ir a Europa el lunes.	12021865	Fred amuay Ewropa mew küpalechi lunes.
1105195	Vive para el estudio.	12022010	Mongey ñi chillkatuam.
6865823	¿Ayer?	12022117	Wüya?
2097510	¿Cuándo empezará?	12008797	Chumül llituay?
2223600	¿Cuándo viene?	12022275	Chumül küpay?
615880	Escríbeme cuando llegues.	12022284	Akulmi tüye mew, wiriaen.
618952	¿Cuándo te vas?	12022286	Chumül amutuaymi?
632081	¿Cuándo puedes venir?	12022289	Chumül pepi küpaymi?
633623	¿Cuándo lo viste?	12022290	Chumül pefimi?
672359	¿Cuándo puedo verte?	12022291	Chumül pepi peeyu?
397879	Cuando estudio, escucho música con auriculares.	12022295	Chillkatuyüm iñche, allkütuken musika kümeallkütuwe mew.
676850	De vez en cuando estudio esperanto.	12022297	Kiñeke mew chillkatuken esperanto.
1619557	Bob era tímido cuando estudiaba en el instituto.	12022302	Chillkatulu Bob instituto mew yewentengefuy.
5792343	Cuando estudies, usa el diccionario lo más posible.	12022328	Chillkatulmi, rume pünenge ti nemülkawe.
3523421	Tom conoció a su esposa cuando estudiaba en Alemania.	12022332	Chillkatulu Alemania mew Tom kimi ñi kure.
3523423	Tom conoció a su esposa cuando estudiaba en Francia.	12022334	Chillkatulu Fransia mew Tom kimi ñi kure.
1771526	Hay un idiota donde trabajo que me saca de mis casillas.	12039522	Müley kiñe ñoy ñi küzaw mew ñi rume adkaetew.
2127796	Para ser justos, él no es una mala persona.	12047948	Norchengeyiñ, fey wedachengelay.
1502221	Mi padre me indicó otro camino.	12049345	Ñi chaw dichoenew kangechi rüpü.
1281882	Su coche estará pagado en 60 meses.	12049348	Mi awto kullikünuay 60 küyen mew.
6989269	¿Sabes cocinar?	12049353	Kimimi ta mi afümal?
5174827	Él golpeó su puño sobre la mesa.	12049359	Fey wüleli ñi küwü wente mesa mew.
2429219	No pude encontrar a nadie.	12049360	Pepi kintulan iney no rume.
2488	La contraseña es "Muiriel".	12343081	Ti kon-nemül fey ta "Muiriel".
2492	Esto no acabará nunca.	12343086	Tüfa turpu aflayay.
2494	Era un conejo malo.	12343089	Kiñe weda koneko ngefuy.
2496	¿Es una foto reciente?	12343091	Kiñe we azentu am ta?
2521	No puedo vivir así.	12343094	Femngechi pepi mongelan.
2530	¡Esa es mi frase!	12343097	Tüfa ta iñche ñi pin!
2533	Entonces tenemos un problema...	12343098	Feymew kiñe dungu nieyiñ...
2574	¿Por qué lo preguntas?	12343100	Chumngelu ramtuymi?
2609	Gracias por tu explicación.	12343101	Mañumeyu ta mi kimeltufiel.
2636	¿Dónde está el problema?	12343103	Chew müley ta dungu?
2640	Ya no te quiero.	12343107	Zew ayüyelaeyu.
2670	Ahí radica el problema.	12343111	Tüfey mew müley dungu.
2705	¿Te gustaría beber algo?	12343113	Küpa pütoymi kiñe?
2719	Por favor, no llores.	12343115	Ngümalayaymi, füreneafen.
2747	¿Y nadie le ayudó?	12343116	Iney no rume kellueymu?
2781	¿Puedo hacer una pregunta?	12343120	Pepi ramtun am?
2785	Me olvidarás algún día.	12343122	Kiñe antü ngoymayaen.
2798	Ya son las once.	12343125	Marikiñe troy antü zew ngey.
2838	¿Dónde están las duchas?	12343134	Chew müley ta müñetuwe?
2842	Yo estoy de acuerdo.	12343137	Kümentuken ti dungu.
2858	Hoy hace mucho calor.	12343140	Fachantü rume arengey.
2865	¡Mírame cuando te hablo!	12343151	Dunguleli, azkintuaen!
2868	No es mi tipo.	12343152	Fey ayülafiñ.
2872	¿Quién quiere chocolate caliente?	12343157	Iney küpa are chokolate?
2901	¿Tienes amigos en Antigua?	12343159	Antigua mew nieymi wenüy?
2907	No sabéis quién soy.	12343160	Kimlaymün ineyngen iñche.
2925	Es la pura verdad.	12343164	Fey ta re rüf dungu.
2943	Es realmente inteligente, ¿verdad?	12343171	Rume küme longkongey kam felelay?
2953	¡No voy a perder!	12343175	Wewngelayan!
2961	¿De qué estás hablando?	12343178	Chem dungu dunguleymi?
2963	¿Cuándo comemos? ¡Tengo hambre!	12343182	Chumül yafütuaiñ? ngüñülen!
2966	¿De qué país eres?	12343184	Tuchi mapu tuwimi?
2969	Llevaba un sombrero negro.	12343186	Kiñe kurü chumpiru yeniey.
3059	¿Podría repetirlo, por favor?	12343190	Ka kiñe, füreneafen
7022	George es muy hablador.	12343197	Müna zungufengey ta George.
9264	"¿Ella es joven?" "Sí."	12343199	"Ülcha domongey?" "May".
9468	Quiero ir al extranjero.	12343200	Küpa amun wingka mapu mew.
9911	Prefiero quedarme aquí mejor.	12343204	Küpa mülekan tüfa mew.
9912	Estoy muy ocupado últimamente.	12343210	Küyküykülewen.
9913	Sé pelar una manzana.	12343214	Kim ralun manshana.
9921	Ayer compré un libro.	12343217	Wüya kiñe lifru ngillapen.
10466	Casi no queda vino.	12343223	Pulku newe ngewelay.
2483	¿Qué estás haciendo?	12343958	Chumpeymi?
2484	¿Qué es eso?	12343959	Chem am ta tüfey?
2486	¡Feliz cumpleaños, Muiriel!	12343962	Ayiwün puwül tripantu Muiriel!
2545	Estoy tan gordo.	12343966	Müna motrinchengen iñche.
2592	No me gustaba.	12343967	Ayülafiñ.
2631	¿Qué has respondido?	12343972	Chem llowdunguymi?
2637	Sólo puedo esperar.	12343973	Re pepi üngümün.
2685	No hablo japonés.	12343975	Nipondungunkelan.
2687	Nadie me entiende.	12343978	Iney no rume adümenew.
2748	¡Eres un ángel!	12343981	Wenu werkenngeymi!
2754	¿Son todos iguales?	12343984	Kom kechileyngün?
2807	Tengo un sueño.	12343989	Kiñe pewma dewmayam nien iñche.
2822	Me llamo Jack.	12343992	Jack pingen iñche.
2823	Me gusta mucho.	12344000	Müna ayüfiñ.
2824	¿Nos vemos mañana?	12344002	Wüle pewayu am?
2830	¿Qué hora es?	12344005	Chem oray?
2831	¿De dónde vienes?	12344006	Chew tuwimi?
2839	¡Abra la boca!	12344008	Nülange ta mi wün!
2851	¿Cuántos años tienes?	12344010	Chunten tripantu nieymi?
2939	Necesito tu ayuda.	12344012	Duamnien ta mi kellun.
2951	He soñado contigo.	12344014	Trafüya pewmaeyu.
2962	Quiero un caramelo.	12344016	Küpa in kiñe kochülu.
2964	Tengo clase mañana.	12344019	Wüle nien kimeltun.
2965	"Gracias." "De nada."	12344021	"Mañum." "Dungu no."
2997	¡Quiero un MP3!	12344022	Duamnien kiñe MP3!
2990	¿Ya tienes barba?	12344023	Payun zew nieymi?
329861	Ya te encontré.	12344024	Zew peeyu.
329870	Tengo una bicicleta.	12344025	Kiñe sikületa nien iñche.
329872	Tengo mala vista.	12344026	Weda pen nien iñche.
329876	Necesita un arreglo.	12344027	Duamniey kiñe kümelkakünun.
329884	Vayamos en tren.	12344028	Amuaiñ tren mew.
329919	¿Quién es él?	12344029	Iney am ta fey?
330028	¿Dónde está París?	12344030	Chew müley Paris?
330082	Él me mintió.	12344032	Fey koylatuenew.
330105	¿Son ellos japoneses?	12344033	Niponchengey am fey engün?
330051	Lo vi correr.	12344034	Pefiñ, lefkülefuy.
338531	Él está borracho.	12344037	Ngolliley ta fey.
338547	Recuerdo esa palabra.	12344040	Tüfeychi nemül tukulpafiñ.
338549	Deberías irte inmediatamente.	12344041	Müley ta mi amutual fewla.
338590	Me marcho ya.	12344042	Amutuchi.
338693	Tengo una pregunta.	12344044	Kiñe ramtun nien iñche.
338714	Debes trabajar más.	12344046	Müley ta mi doy küdawal.
338839	¿Qué desea beber?	12344085	Chem küpa pütuymi?
338885	Ganamos la lucha.	12344087	Wewiñ ta awkan.
339331	Ellos jamás mienten.	12344088	Fey engün turpu koylatuy.
339400	Voy a bañarme.	12344089	Müñetuan.
339649	Vinieron todos ellos.	12344092	Kom fey engün küpay.
339793	Apenas tengo dinero.	12344093	ran ngellu nien iñche.
2489	Volveré pronto.	12346708	Müchay wüñotuan.
2491	No tengo palabras.	12346709	Nielan dungu ñi pial.
11773082	¿Está picante?	12346710	Füreley am?
456028	¿Es demasiado picante?	12346711	Müna füreley am?
1270658	La farofa está picante.	12346712	Füreley ta farofa.
1909160	Esta farofa está picante.	12346713	Füreley tüfachi farofa.
6992387	Me gusta el picante.	12346714	Kümentuken ta füre iael.
9938245	Me encanta comer picante.	12346715	Ayüken ñi yafütual füre iael.
11078668	Esconderé ese pimiento picante.	12346717	Ellkayafiñ tüfeychi trapi.
12002598	Estos son demasiado picantes.	12346719	Müna fürengey ta tüfa.
1203523	No deberías comer nada picante.	12346724	Müley ta mi yafütunoal füre iael.
1535194	Esta sopa está demasiado picante.	12346725	Tüfachi korü müna füreley.
1762824	Esa sopa está demasiado picante.	12346725	Tüfachi korü müna füreley.
3013561	¿Te gusta la comida picante?	12346727	Kümentukeymi füre iael?
4579768	¿Le gusta la comida picante?	12346729	Kümentukey füre iael?
11773331	Qué dulce.	12346731	Müna kochüley.
861647	Prefiero los dulces.	12346732	Kümentuken ta kochülu.
2043405	Es muy dulce.	12346733	Müna kochüngey.
3779308	¿Quieres unos dulces?	12346734	Küpa iymi kochülu?
368264	Esta manzana es dulce.	12346735	Tüfachi manshana kochüngey.
825063	La vida es dulce.	12346736	Kochüngey ta mongen.
855389	Le gustan los dulces.	12346737	Kümentukey ta kochülu.
886815	Prueba este dulce.	12346740	Inge tüfachi kochülu.
945732	Me gustan los dulces.	12346732	Kümentuken ta kochülu.
1017937	La manzana sabe dulce.	12346741	Kochüley ta manshana.
1237193	La manzana está dulce.	12346741	Kochüley ta manshana.
1898704	Eso es tan dulce.	12346744	Müna kochüngey ta tüfey.
777288	Esta flor tiene olor dulce.	12346747	Tüfachi rayen niey kochü nümün.
10125206	Este yogur está dulce.	12346748	Tüfachi yogur kochüley.
8109943	Está dulce este yogur.	12346749	Kochüley tüfachi yogur.
862854	Le gusta todo lo dulce.	12346751	Kümentukey kom kochüngelu.
1425702	Ella le compró unos dulces.	12346753	Fey ngillalelfii kiñeke kochülu.
1585274	Este té es demasiado dulce.	12346760	Tüfachi te müna kochüley.
1609252	Esta limonada sabe demasiado dulce.	12346761	Tüfachi limon ñi ko müna kochüley.
1810599	La limonada está demasiado dulce.	12346761	Tüfachi limon ñi ko müna kochüley.
2042138	Quiero algo dulce para comer.	12346762	Küpa in kiñe kochü iael.
5778165	Sus flores huelen a dulce.	12346763	Fey ñi rayen kochü nümüy.
574393	A él le gustan los dulces.	12346764	Fey kümentukey ta kochülu.
1674305	Esta flor tiene un aroma dulce.	12346747	Tüfachi rayen niey kochü nümün.
10528763	Es como estar en una dulcería.	12346810	Mülen faw fey ta mülen kiñe kochükawe mew reke.
870961	A mi hermana le gustan los dulces.	12346813	Iñche ñi lamngen kümentukey kochülu.
4375531	Ella le compró a él unos dulces.	12346815	Fey ngillalelfii kiñeke kochülu fey ngealu.
3170761	Si eres una buena niña, te daré dulces.	12346819	Küme malenngelmi, eluaen kiñeke kochülu.
5052335	Para perder peso tenés que comer menos dulces.	12346823	Ta mi trongliñchengeal müley ta mi püchi yafütual kochülu.
10797002	Murieron en vano.	12360709	Lapüday engün.
1110051	No murieron en vano.	12360710	Lapüdalay engün.
2181595	Estuvimos aquí en vano.	12360718	Tüfa mew mülekapüdaiñ.
